hcp_id,rep_id,call_date,call_type,duration_min
HCP0163,REP012,2025-05-05,In-person,14
HCP0163,REP012,2025-06-09,In-person,17
HCP0163,REP012,2025-06-16,Virtual,19
HCP0163,REP012,2025-06-30,Virtual,15
HCP0163,REP012,2025-08-04,Virtual,23
HCP0163,REP012,2025-09-15,In-person,15
HCP0163,REP012,2025-09-29,Virtual,23
HCP0163,REP012,2025-10-06,In-person,19
HCP0163,REP012,2025-11-10,In-person,27
HCP0163,REP012,2025-12-01,In-person,19
HCP0163,REP012,2025-12-22,In-person,12
HCP0164,REP031,2025-03-10,In-person,25
HCP0164,REP031,2025-03-24,Virtual,18
HCP0164,REP031,2025-04-07,Virtual,29
HCP0164,REP031,2025-04-14,Virtual,21
HCP0164,REP031,2025-04-28,In-person,14
HCP0164,REP031,2025-05-19,In-person,23
HCP0164,REP031,2025-06-23,In-person,28
HCP0164,REP031,2025-06-30,In-person,23
HCP0164,REP031,2025-09-01,Virtual,21
HCP0164,REP031,2025-09-29,Virtual,14
HCP0164,REP031,2025-10-06,Virtual,21
HCP0164,REP031,2025-10-27,In-person,18
HCP0164,REP031,2025-11-10,Virtual,14
HCP0164,REP031,2025-11-17,In-person,24
HCP0164,REP031,2025-12-08,Virtual,9
HCP0164,REP031,2025-12-15,In-person,10
HCP0165,REP012,2025-02-10,In-person,19
HCP0165,REP012,2025-04-21,Virtual,27
HCP0165,REP012,2025-04-28,In-person,21
HCP0165,REP012,2025-05-19,In-person,26
HCP0165,REP012,2025-06-02,In-person,11
HCP0165,REP012,2025-06-09,Virtual,28
HCP0165,REP012,2025-06-16,Speaker Program,20
HCP0165,REP012,2025-06-23,In-person,21
HCP0165,REP012,2025-07-07,In-person,16
HCP0165,REP012,2025-08-25,In-person,8
HCP0165,REP012,2025-09-08,In-person,22
HCP0165,REP012,2025-09-29,In-person,12
HCP0165,REP012,2025-10-06,In-person,12
HCP0165,REP012,2025-11-03,Virtual,19
HCP0165,REP012,2025-12-01,In-person,20
HCP0165,REP012,2025-12-08,In-person,18
HCP0165,REP012,2025-12-15,Virtual,25
HCP0166,REP006,2025-03-31,In-person,28
HCP0166,REP006,2025-07-14,In-person,26
HCP0166,REP006,2025-07-21,In-person,20
HCP0166,REP006,2025-08-11,In-person,8
HCP0166,REP006,2025-09-01,In-person,15
HCP0166,REP006,2025-09-29,In-person,25
HCP0166,REP006,2025-10-06,In-person,26
HCP0166,REP006,2025-11-17,Virtual,19
HCP0167,REP019,2025-01-06,In-person,28
HCP0167,REP019,2025-02-17,In-person,13
HCP0167,REP019,2025-02-24,In-person,23
HCP0167,REP019,2025-04-28,In-person,14
HCP0167,REP019,2025-06-09,In-person,14
HCP0167,REP019,2025-08-04,In-person,10
HCP0167,REP019,2025-08-11,In-person,9
HCP0167,REP019,2025-08-18,Virtual,27
HCP0167,REP019,2025-08-25,Virtual,13
HCP0167,REP019,2025-09-08,Speaker Program,29
HCP0167,REP019,2025-10-27,Virtual,9
HCP0167,REP019,2025-11-17,Virtual,19
HCP0167,REP019,2025-12-01,In-person,8
HCP0167,REP019,2025-12-08,Virtual,20
HCP0167,REP019,2025-12-22,In-person,11
HCP0167,REP019,2025-12-29,In-person,29
HCP0168,REP039,2025-01-13,In-person,19
HCP0168,REP039,2025-03-10,Virtual,22
HCP0168,REP039,2025-03-31,Virtual,12
HCP0168,REP039,2025-04-28,In-person,12
HCP0168,REP039,2025-05-05,In-person,12
HCP0168,REP039,2025-05-12,In-person,25
HCP0168,REP039,2025-05-19,In-person,18
HCP0168,REP039,2025-06-02,Speaker Program,26
HCP0168,REP039,2025-06-23,In-person,25
HCP0168,REP039,2025-07-07,In-person,28
HCP0168,REP039,2025-07-28,Virtual,13
HCP0168,REP039,2025-08-04,In-person,19
HCP0168,REP039,2025-09-22,Speaker Program,9
HCP0168,REP039,2025-10-06,In-person,18
HCP0168,REP039,2025-10-27,Virtual,22
HCP0168,REP039,2025-11-03,In-person,24
HCP0168,REP039,2025-11-17,Virtual,26
HCP0168,REP039,2025-12-29,Virtual,9
HCP0169,REP014,2025-01-06,In-person,13
HCP0169,REP014,2025-01-27,Virtual,27
HCP0169,REP014,2025-02-03,In-person,15
HCP0169,REP014,2025-02-17,In-person,20
HCP0169,REP014,2025-02-24,In-person,27
HCP0169,REP014,2025-03-03,In-person,8
HCP0169,REP014,2025-03-10,Virtual,26
HCP0169,REP014,2025-03-17,In-person,16
HCP0169,REP014,2025-03-31,In-person,9
HCP0169,REP014,2025-04-07,Virtual,11
HCP0169,REP014,2025-04-28,Virtual,26
HCP0169,REP014,2025-05-26,In-person,13
HCP0169,REP014,2025-06-09,Speaker Program,15
HCP0169,REP014,2025-06-16,Virtual,26
HCP0169,REP014,2025-06-30,In-person,24
HCP0169,REP014,2025-07-21,In-person,9
HCP0169,REP014,2025-08-04,In-person,16
HCP0169,REP014,2025-09-08,Virtual,11
HCP0169,REP014,2025-10-06,Virtual,18
HCP0169,REP014,2025-10-13,In-person,27
HCP0169,REP014,2025-10-27,In-person,8
HCP0169,REP014,2025-11-10,In-person,28
HCP0169,REP014,2025-11-17,In-person,18
HCP0169,REP014,2025-12-01,In-person,20
HCP0170,REP028,2025-02-10,Virtual,20
HCP0170,REP028,2025-02-17,In-person,9
HCP0170,REP028,2025-03-31,Virtual,16
HCP0170,REP028,2025-05-19,In-person,12
HCP0170,REP028,2025-06-09,In-person,12
HCP0170,REP028,2025-06-16,In-person,14
HCP0170,REP028,2025-06-23,In-person,8
HCP0170,REP028,2025-07-07,In-person,27
HCP0170,REP028,2025-08-04,In-person,20
HCP0170,REP028,2025-08-11,In-person,8
HCP0170,REP028,2025-09-01,In-person,29
HCP0170,REP028,2025-09-22,In-person,22
HCP0170,REP028,2025-09-29,In-person,13
HCP0170,REP028,2025-10-27,Virtual,23
HCP0170,REP028,2025-11-03,In-person,23
HCP0170,REP028,2025-11-24,In-person,26
HCP0170,REP028,2025-12-15,In-person,25
HCP0170,REP028,2025-12-22,Virtual,20
HCP0171,REP000,2025-01-27,Virtual,15
HCP0171,REP000,2025-02-03,In-person,29
HCP0171,REP000,2025-02-10,Virtual,26
HCP0171,REP000,2025-03-03,In-person,12
HCP0171,REP000,2025-03-24,In-person,12
HCP0171,REP000,2025-03-31,Speaker Program,14
HCP0171,REP000,2025-04-14,Virtual,9
HCP0171,REP000,2025-04-21,In-person,23
HCP0171,REP000,2025-04-28,In-person,16
HCP0171,REP000,2025-06-30,In-person,14
HCP0171,REP000,2025-07-21,In-person,23
HCP0171,REP000,2025-08-04,Virtual,11
HCP0171,REP000,2025-08-18,In-person,12
HCP0171,REP000,2025-09-15,In-person,23
HCP0171,REP000,2025-10-13,In-person,29
HCP0171,REP000,2025-12-08,Virtual,8
HCP0171,REP000,2025-12-15,In-person,10
HCP0172,REP000,2025-01-27,In-person,15
HCP0172,REP000,2025-02-03,Virtual,28
HCP0172,REP000,2025-02-24,Virtual,19
HCP0172,REP000,2025-04-07,In-person,9
HCP0172,REP000,2025-04-21,In-person,26
HCP0172,REP000,2025-05-19,In-person,8
HCP0172,REP000,2025-07-07,Virtual,18
HCP0172,REP000,2025-07-21,In-person,13
HCP0172,REP000,2025-08-25,Virtual,29
HCP0172,REP000,2025-09-01,Speaker Program,15
HCP0172,REP000,2025-09-08,In-person,17
HCP0172,REP000,2025-10-13,In-person,19
HCP0172,REP000,2025-12-08,In-person,8
HCP0172,REP000,2025-12-15,In-person,19
HCP0173,REP025,2025-02-10,In-person,11
HCP0173,REP025,2025-04-07,In-person,24
HCP0173,REP025,2025-04-14,Virtual,15
HCP0173,REP025,2025-06-09,Virtual,22
HCP0173,REP025,2025-06-23,Virtual,8
HCP0173,REP025,2025-07-07,In-person,19
HCP0173,REP025,2025-07-14,Virtual,9
HCP0173,REP025,2025-08-11,Virtual,20
HCP0173,REP025,2025-08-25,In-person,23
HCP0173,REP025,2025-09-08,Virtual,17
HCP0173,REP025,2025-12-29,In-person,13
HCP0174,REP036,2025-01-13,In-person,24
HCP0174,REP036,2025-01-20,Virtual,14
HCP0174,REP036,2025-01-27,Virtual,29
HCP0174,REP036,2025-02-24,In-person,8
HCP0174,REP036,2025-03-03,In-person,16
HCP0174,REP036,2025-03-24,In-person,23
HCP0174,REP036,2025-04-14,In-person,14
HCP0174,REP036,2025-04-21,Virtual,26
HCP0174,REP036,2025-04-28,In-person,27
HCP0174,REP036,2025-05-19,In-person,13
HCP0174,REP036,2025-06-16,In-person,10
HCP0174,REP036,2025-07-07,Virtual,12
HCP0174,REP036,2025-07-14,In-person,14
HCP0174,REP036,2025-07-21,Virtual,10
HCP0174,REP036,2025-09-08,In-person,16
HCP0174,REP036,2025-09-15,In-person,11
HCP0174,REP036,2025-09-22,In-person,15
HCP0174,REP036,2025-10-06,In-person,22
HCP0174,REP036,2025-11-17,In-person,13
HCP0174,REP036,2025-12-29,In-person,28
HCP0175,REP015,2025-03-17,In-person,8
HCP0175,REP015,2025-05-19,In-person,24
HCP0175,REP015,2025-06-23,In-person,26
HCP0175,REP015,2025-07-07,In-person,21
HCP0175,REP015,2025-09-01,In-person,28
HCP0175,REP015,2025-10-20,In-person,9
HCP0175,REP015,2025-11-10,Virtual,15
HCP0176,REP028,2025-01-20,In-person,26
HCP0176,REP028,2025-02-03,In-person,25
HCP0176,REP028,2025-03-31,Virtual,8
HCP0176,REP028,2025-04-07,In-person,14
HCP0176,REP028,2025-04-14,Virtual,23
HCP0176,REP028,2025-04-28,Virtual,27
HCP0176,REP028,2025-05-12,Virtual,20
HCP0176,REP028,2025-05-26,Virtual,27
HCP0176,REP028,2025-06-02,In-person,18
HCP0176,REP028,2025-07-21,In-person,25
HCP0176,REP028,2025-08-04,Virtual,28
HCP0176,REP028,2025-08-11,In-person,27
HCP0176,REP028,2025-09-08,In-person,23
HCP0176,REP028,2025-09-22,Virtual,17
HCP0176,REP028,2025-09-29,In-person,19
HCP0176,REP028,2025-10-13,Speaker Program,25
HCP0176,REP028,2025-12-01,In-person,12
HCP0176,REP028,2025-12-29,In-person,23
HCP0177,REP015,2025-01-20,In-person,22
HCP0177,REP015,2025-02-10,In-person,22
HCP0177,REP015,2025-02-17,Virtual,19
HCP0177,REP015,2025-04-21,In-person,17
HCP0177,REP015,2025-04-28,Virtual,10
HCP0177,REP015,2025-05-12,Virtual,19
HCP0177,REP015,2025-06-16,In-person,27
HCP0177,REP015,2025-07-07,In-person,16
HCP0177,REP015,2025-07-14,In-person,17
HCP0177,REP015,2025-07-28,In-person,23
HCP0177,REP015,2025-08-04,In-person,28
HCP0177,REP015,2025-09-01,In-person,20
HCP0177,REP015,2025-09-15,In-person,26
HCP0177,REP015,2025-09-29,Speaker Program,13
HCP0177,REP015,2025-10-06,In-person,16
HCP0177,REP015,2025-10-20,In-person,28
HCP0177,REP015,2025-10-27,Virtual,17
HCP0177,REP015,2025-11-03,Virtual,23
HCP0177,REP015,2025-11-24,Virtual,27
HCP0177,REP015,2025-12-01,In-person,24
HCP0178,REP014,2025-02-03,Virtual,29
HCP0178,REP014,2025-02-10,In-person,9
HCP0178,REP014,2025-05-12,Virtual,22
HCP0178,REP014,2025-06-09,In-person,26
HCP0178,REP014,2025-06-23,In-person,18
HCP0178,REP014,2025-10-13,Virtual,21
HCP0178,REP014,2025-10-27,In-person,28
HCP0178,REP014,2025-11-03,In-person,17
HCP0179,REP021,2025-01-27,In-person,28
HCP0179,REP021,2025-02-03,In-person,16
HCP0179,REP021,2025-02-24,In-person,15
HCP0179,REP021,2025-08-11,In-person,14
HCP0179,REP021,2025-09-08,In-person,23
HCP0179,REP021,2025-09-29,In-person,21
HCP0179,REP021,2025-10-13,Virtual,9
HCP0179,REP021,2025-10-20,In-person,10
HCP0179,REP021,2025-12-15,In-person,29
HCP0179,REP021,2025-12-22,In-person,10
HCP0179,REP021,2025-12-29,In-person,16
HCP0180,REP015,2025-01-06,Virtual,17
HCP0180,REP015,2025-01-27,In-person,8
HCP0180,REP015,2025-02-03,Speaker Program,11
HCP0180,REP015,2025-02-17,Virtual,20
HCP0180,REP015,2025-02-24,In-person,9
HCP0180,REP015,2025-03-03,Virtual,28
HCP0180,REP015,2025-03-17,In-person,25
HCP0180,REP015,2025-03-24,In-person,27
HCP0180,REP015,2025-04-14,Virtual,22
HCP0180,REP015,2025-04-21,In-person,20
HCP0180,REP015,2025-04-28,Virtual,11
HCP0180,REP015,2025-05-19,Virtual,13
HCP0180,REP015,2025-05-26,In-person,21
HCP0180,REP015,2025-06-16,In-person,23
HCP0180,REP015,2025-07-07,In-person,23
HCP0180,REP015,2025-07-14,In-person,16
HCP0180,REP015,2025-08-04,Virtual,11
HCP0180,REP015,2025-08-18,Virtual,13
HCP0180,REP015,2025-09-22,Virtual,9
HCP0180,REP015,2025-10-13,In-person,19
HCP0180,REP015,2025-11-03,Virtual,27
HCP0180,REP015,2025-11-24,Virtual,24
HCP0180,REP015,2025-12-15,Speaker Program,21
HCP0180,REP015,2025-12-22,Virtual,23
HCP0180,REP015,2025-12-29,In-person,13
HCP0181,REP027,2025-04-07,Virtual,8
HCP0181,REP027,2025-04-14,In-person,24
HCP0181,REP027,2025-04-21,Virtual,14
HCP0181,REP027,2025-06-30,In-person,22
HCP0181,REP027,2025-08-11,Speaker Program,17
HCP0181,REP027,2025-09-08,Speaker Program,18
HCP0181,REP027,2025-10-20,Virtual,8
HCP0181,REP027,2025-11-10,In-person,21
HCP0181,REP027,2025-12-01,In-person,19
HCP0181,REP027,2025-12-22,In-person,9
HCP0181,REP027,2025-12-29,Virtual,10
HCP0182,REP010,2025-02-24,In-person,14
HCP0182,REP010,2025-04-28,In-person,13
HCP0182,REP010,2025-08-04,In-person,21
HCP0182,REP010,2025-09-22,Virtual,21
HCP0182,REP010,2025-12-29,In-person,28
HCP0183,REP015,2025-01-20,In-person,8
HCP0183,REP015,2025-02-03,In-person,26
HCP0183,REP015,2025-02-10,Virtual,29
HCP0183,REP015,2025-02-17,Speaker Program,21
HCP0183,REP015,2025-03-03,In-person,10
HCP0183,REP015,2025-03-24,Virtual,20
HCP0183,REP015,2025-04-14,Virtual,28
HCP0183,REP015,2025-04-28,Virtual,16
HCP0183,REP015,2025-05-12,In-person,18
HCP0183,REP015,2025-06-02,In-person,14
HCP0183,REP015,2025-06-30,In-person,20
HCP0183,REP015,2025-07-07,In-person,28
HCP0183,REP015,2025-07-14,In-person,22
HCP0183,REP015,2025-08-18,In-person,14
HCP0183,REP015,2025-08-25,In-person,23
HCP0183,REP015,2025-09-01,In-person,24
HCP0183,REP015,2025-09-08,In-person,27
HCP0183,REP015,2025-09-22,In-person,19
HCP0183,REP015,2025-10-20,Speaker Program,14
HCP0183,REP015,2025-10-27,In-person,14
HCP0183,REP015,2025-11-10,Speaker Program,19
HCP0183,REP015,2025-12-01,Virtual,8
HCP0183,REP015,2025-12-08,In-person,19
HCP0183,REP015,2025-12-29,Virtual,11
HCP0184,REP013,2025-01-06,In-person,9
HCP0184,REP013,2025-01-13,Virtual,8
HCP0184,REP013,2025-02-17,Virtual,22
HCP0184,REP013,2025-02-24,In-person,17
HCP0184,REP013,2025-03-03,In-person,12
HCP0184,REP013,2025-03-10,In-person,13
HCP0184,REP013,2025-03-17,In-person,19
HCP0184,REP013,2025-03-24,Virtual,14
HCP0184,REP013,2025-03-31,In-person,21
HCP0184,REP013,2025-04-07,Speaker Program,24
HCP0184,REP013,2025-04-21,In-person,11
HCP0184,REP013,2025-05-19,In-person,14
HCP0184,REP013,2025-05-26,Virtual,8
HCP0184,REP013,2025-06-16,In-person,26
HCP0184,REP013,2025-06-23,Virtual,15
HCP0184,REP013,2025-07-14,In-person,8
HCP0184,REP013,2025-07-21,In-person,15
HCP0184,REP013,2025-08-11,In-person,27
HCP0184,REP013,2025-08-18,Virtual,14
HCP0184,REP013,2025-08-25,Virtual,13
HCP0184,REP013,2025-09-01,In-person,21
HCP0184,REP013,2025-09-08,Virtual,24
HCP0184,REP013,2025-09-15,Virtual,14
HCP0184,REP013,2025-09-22,In-person,9
HCP0184,REP013,2025-10-20,Virtual,12
HCP0184,REP013,2025-11-24,In-person,27
HCP0184,REP013,2025-12-08,In-person,11
HCP0184,REP013,2025-12-15,In-person,11
HCP0184,REP013,2025-12-22,In-person,25
HCP0184,REP013,2025-12-29,In-person,12
HCP0185,REP030,2025-01-13,In-person,10
HCP0185,REP030,2025-02-10,In-person,13
HCP0185,REP030,2025-03-31,Virtual,18
HCP0185,REP030,2025-09-29,Virtual,29
HCP0185,REP030,2025-10-13,In-person,12
HCP0185,REP030,2025-12-01,In-person,24
HCP0185,REP030,2025-12-15,Virtual,10
HCP0186,REP014,2025-03-24,In-person,26
HCP0186,REP014,2025-04-14,In-person,17
HCP0186,REP014,2025-05-05,In-person,18
HCP0186,REP014,2025-06-09,In-person,8
HCP0186,REP014,2025-06-30,In-person,28
HCP0186,REP014,2025-07-21,In-person,29
HCP0186,REP014,2025-09-29,In-person,8
HCP0186,REP014,2025-10-27,Virtual,9
HCP0186,REP014,2025-11-03,In-person,22
HCP0186,REP014,2025-11-24,In-person,15
HCP0186,REP014,2025-12-01,Virtual,17
HCP0186,REP014,2025-12-08,In-person,27
HCP0187,REP038,2025-07-07,In-person,10
HCP0187,REP038,2025-10-20,Virtual,27
HCP0187,REP038,2025-12-15,Virtual,11
HCP0188,REP016,2025-02-10,In-person,23
HCP0188,REP016,2025-04-21,In-person,26
HCP0188,REP016,2025-07-07,Virtual,13
HCP0188,REP016,2025-08-18,In-person,21
HCP0188,REP016,2025-08-25,In-person,14
HCP0188,REP016,2025-09-01,In-person,9
HCP0188,REP016,2025-09-08,In-person,15
HCP0188,REP016,2025-10-13,In-person,22
HCP0188,REP016,2025-10-20,In-person,26
HCP0188,REP016,2025-12-15,Virtual,16
HCP0188,REP016,2025-12-29,Virtual,12
HCP0189,REP028,2025-01-06,In-person,26
HCP0189,REP028,2025-02-10,In-person,10
HCP0189,REP028,2025-02-17,Virtual,24
HCP0189,REP028,2025-03-03,In-person,12
HCP0189,REP028,2025-03-17,Virtual,20
HCP0189,REP028,2025-04-14,In-person,25
HCP0189,REP028,2025-05-19,In-person,24
HCP0189,REP028,2025-05-26,In-person,15
HCP0189,REP028,2025-06-30,In-person,14
HCP0189,REP028,2025-07-14,Virtual,24
HCP0189,REP028,2025-07-21,In-person,25
HCP0189,REP028,2025-07-28,Virtual,22
HCP0189,REP028,2025-08-04,In-person,9
HCP0189,REP028,2025-09-01,Virtual,24
HCP0189,REP028,2025-09-15,In-person,15
HCP0189,REP028,2025-09-22,Virtual,29
HCP0189,REP028,2025-10-06,Virtual,10
HCP0189,REP028,2025-10-20,In-person,8
HCP0189,REP028,2025-11-24,Virtual,29
HCP0189,REP028,2025-12-22,In-person,23
HCP0189,REP028,2025-12-29,In-person,10
HCP0190,REP038,2025-02-10,In-person,25
HCP0190,REP038,2025-05-12,In-person,19
HCP0190,REP038,2025-06-30,Virtual,9
HCP0190,REP038,2025-07-07,In-person,19
HCP0190,REP038,2025-07-28,Virtual,17
HCP0190,REP038,2025-09-29,In-person,13
HCP0190,REP038,2025-12-08,In-person,14
HCP0191,REP021,2025-02-24,In-person,17
HCP0191,REP021,2025-04-07,In-person,8
HCP0191,REP021,2025-05-12,In-person,10
HCP0191,REP021,2025-06-23,In-person,9
HCP0191,REP021,2025-07-28,Virtual,14
HCP0191,REP021,2025-08-11,In-person,29
HCP0191,REP021,2025-09-01,In-person,18
HCP0191,REP021,2025-09-22,In-person,13
HCP0191,REP021,2025-09-29,Virtual,18
HCP0191,REP021,2025-11-17,In-person,8
HCP0191,REP021,2025-12-08,Virtual,21
HCP0191,REP021,2025-12-22,In-person,26
HCP0192,REP009,2025-01-06,In-person,22
HCP0192,REP009,2025-03-10,In-person,25
HCP0192,REP009,2025-08-18,Virtual,27
HCP0192,REP009,2025-08-25,In-person,15
HCP0192,REP009,2025-10-06,In-person,19
HCP0192,REP009,2025-10-20,Speaker Program,29
HCP0192,REP009,2025-12-01,In-person,15
HCP0193,REP031,2025-05-12,In-person,23
HCP0193,REP031,2025-05-26,Virtual,28
HCP0193,REP031,2025-09-01,Virtual,17
HCP0193,REP031,2025-09-08,In-person,22
HCP0193,REP031,2025-09-22,In-person,9
HCP0193,REP031,2025-12-15,In-person,10
HCP0194,REP005,2025-01-13,Virtual,17
HCP0194,REP005,2025-01-27,Virtual,16
HCP0194,REP005,2025-02-03,In-person,21
HCP0194,REP005,2025-02-10,In-person,17
HCP0194,REP005,2025-02-17,Speaker Program,13
HCP0194,REP005,2025-02-24,Virtual,22
HCP0194,REP005,2025-03-24,Virtual,18
HCP0194,REP005,2025-05-05,Virtual,27
HCP0194,REP005,2025-05-12,In-person,29
HCP0194,REP005,2025-05-26,In-person,10
HCP0194,REP005,2025-06-23,In-person,28
HCP0194,REP005,2025-07-14,In-person,22
HCP0194,REP005,2025-07-28,In-person,19
HCP0194,REP005,2025-08-04,In-person,13
HCP0194,REP005,2025-08-25,Virtual,20
HCP0194,REP005,2025-09-15,In-person,27
HCP0194,REP005,2025-09-22,Virtual,9
HCP0194,REP005,2025-11-10,In-person,18
HCP0194,REP005,2025-11-17,In-person,22
HCP0194,REP005,2025-12-01,In-person,21
HCP0194,REP005,2025-12-08,Virtual,20
HCP0195,REP021,2025-06-09,Speaker Program,18
HCP0195,REP021,2025-12-01,Virtual,14
HCP0196,REP035,2025-01-27,In-person,12
HCP0196,REP035,2025-02-03,In-person,23
HCP0196,REP035,2025-02-17,In-person,14
HCP0196,REP035,2025-03-03,In-person,24
HCP0196,REP035,2025-03-24,In-person,12
HCP0196,REP035,2025-04-14,In-person,27
HCP0196,REP035,2025-04-28,Virtual,9
HCP0196,REP035,2025-06-02,In-person,22
HCP0196,REP035,2025-06-23,In-person,27
HCP0196,REP035,2025-08-11,Virtual,21
HCP0196,REP035,2025-08-25,In-person,8
HCP0196,REP035,2025-09-15,Speaker Program,17
HCP0196,REP035,2025-09-22,In-person,10
HCP0196,REP035,2025-10-20,Virtual,21
HCP0196,REP035,2025-10-27,In-person,20
HCP0196,REP035,2025-11-03,In-person,21
HCP0196,REP035,2025-11-10,In-person,28
HCP0196,REP035,2025-11-17,In-person,13
HCP0196,REP035,2025-12-01,In-person,17
HCP0196,REP035,2025-12-29,In-person,21
HCP0197,REP021,2025-01-06,Virtual,21
HCP0197,REP021,2025-01-20,In-person,22
HCP0197,REP021,2025-01-27,Speaker Program,21
HCP0197,REP021,2025-02-17,In-person,12
HCP0197,REP021,2025-02-24,In-person,12
HCP0197,REP021,2025-03-03,Virtual,12
HCP0197,REP021,2025-03-17,In-person,27
HCP0197,REP021,2025-03-31,Virtual,16
HCP0197,REP021,2025-04-14,In-person,10
HCP0197,REP021,2025-05-05,In-person,16
HCP0197,REP021,2025-05-12,Virtual,26
HCP0197,REP021,2025-06-09,Virtual,18
HCP0197,REP021,2025-06-23,In-person,14
HCP0197,REP021,2025-07-07,Speaker Program,12
HCP0197,REP021,2025-07-14,Speaker Program,24
HCP0197,REP021,2025-08-04,Virtual,22
HCP0197,REP021,2025-08-25,In-person,16
HCP0197,REP021,2025-09-01,In-person,10
HCP0197,REP021,2025-09-22,Virtual,13
HCP0197,REP021,2025-10-06,In-person,11
HCP0197,REP021,2025-10-20,In-person,26
HCP0197,REP021,2025-11-17,Virtual,16
HCP0197,REP021,2025-11-24,Virtual,15
HCP0197,REP021,2025-12-01,In-person,28
HCP0197,REP021,2025-12-15,Virtual,29
HCP0197,REP021,2025-12-22,Virtual,18
HCP0198,REP029,2025-01-06,In-person,25
HCP0198,REP029,2025-01-27,In-person,28
HCP0198,REP029,2025-02-10,In-person,20
HCP0198,REP029,2025-02-24,In-person,13
HCP0198,REP029,2025-03-24,In-person,14
HCP0198,REP029,2025-04-07,In-person,27
HCP0198,REP029,2025-04-14,In-person,8
HCP0198,REP029,2025-04-21,In-person,8
HCP0198,REP029,2025-05-05,Virtual,9
HCP0198,REP029,2025-05-12,In-person,11
HCP0198,REP029,2025-05-26,In-person,27
HCP0198,REP029,2025-06-02,In-person,19
HCP0198,REP029,2025-06-09,Virtual,17
HCP0198,REP029,2025-06-23,In-person,26
HCP0198,REP029,2025-07-14,Virtual,14
HCP0198,REP029,2025-07-21,In-person,18
HCP0198,REP029,2025-07-28,In-person,8
HCP0198,REP029,2025-09-01,In-person,19
HCP0198,REP029,2025-09-29,Speaker Program,18
HCP0198,REP029,2025-10-06,Virtual,23
HCP0198,REP029,2025-10-20,Virtual,28
HCP0198,REP029,2025-11-03,Virtual,21
HCP0198,REP029,2025-11-10,Virtual,20
HCP0198,REP029,2025-11-17,In-person,18
HCP0198,REP029,2025-12-08,In-person,28
HCP0198,REP029,2025-12-22,In-person,16
HCP0199,REP013,2025-02-17,In-person,19
HCP0199,REP013,2025-03-17,In-person,16
HCP0199,REP013,2025-06-23,In-person,14
HCP0199,REP013,2025-07-21,In-person,16
HCP0199,REP013,2025-10-27,In-person,24
HCP0199,REP013,2025-11-17,Virtual,10
HCP0199,REP013,2025-12-08,In-person,22
HCP0200,REP009,2025-01-13,Virtual,22
HCP0200,REP009,2025-02-03,Virtual,22
HCP0200,REP009,2025-03-31,In-person,27
HCP0200,REP009,2025-04-14,In-person,9
HCP0200,REP009,2025-05-19,In-person,12
HCP0200,REP009,2025-06-30,In-person,8
HCP0200,REP009,2025-07-07,In-person,28
HCP0200,REP009,2025-07-21,In-person,14
HCP0200,REP009,2025-08-04,In-person,23
HCP0200,REP009,2025-09-08,In-person,11
HCP0200,REP009,2025-09-15,Virtual,16
HCP0200,REP009,2025-09-22,In-person,19
HCP0200,REP009,2025-10-06,In-person,25
HCP0200,REP009,2025-10-13,Virtual,26
HCP0200,REP009,2025-11-24,In-person,21
HCP0200,REP009,2025-12-15,In-person,10
HCP0200,REP009,2025-12-22,In-person,8
HCP0201,REP017,2025-03-31,In-person,15
HCP0201,REP017,2025-04-28,In-person,24
HCP0201,REP017,2025-07-07,In-person,29
HCP0202,REP013,2025-01-20,Virtual,23
HCP0202,REP013,2025-01-27,Virtual,24
HCP0202,REP013,2025-02-10,In-person,29
HCP0202,REP013,2025-02-17,Virtual,21
HCP0202,REP013,2025-03-03,Virtual,25
HCP0202,REP013,2025-03-10,Speaker Program,21
HCP0202,REP013,2025-03-17,In-person,28
HCP0202,REP013,2025-03-24,Speaker Program,17
HCP0202,REP013,2025-03-31,In-person,11
HCP0202,REP013,2025-04-07,In-person,17
HCP0202,REP013,2025-05-19,In-person,28
HCP0202,REP013,2025-05-26,In-person,24
HCP0202,REP013,2025-06-09,In-person,22
HCP0202,REP013,2025-07-07,In-person,11
HCP0202,REP013,2025-07-14,In-person,9
HCP0202,REP013,2025-07-28,Virtual,10
HCP0202,REP013,2025-08-04,Virtual,15
HCP0202,REP013,2025-08-11,In-person,18
HCP0202,REP013,2025-08-18,Virtual,19
HCP0202,REP013,2025-08-25,Virtual,15
HCP0202,REP013,2025-09-15,In-person,21
HCP0202,REP013,2025-11-03,In-person,21
HCP0202,REP013,2025-12-08,In-person,15
HCP0202,REP013,2025-12-15,In-person,14
HCP0203,REP001,2025-03-03,In-person,12
HCP0203,REP001,2025-03-17,Virtual,21
HCP0203,REP001,2025-04-21,Virtual,17
HCP0203,REP001,2025-05-26,In-person,17
HCP0203,REP001,2025-06-23,In-person,20
HCP0203,REP001,2025-06-30,In-person,9
HCP0203,REP001,2025-07-07,In-person,27
HCP0203,REP001,2025-07-21,In-person,20
HCP0203,REP001,2025-08-18,Virtual,29
HCP0203,REP001,2025-09-08,In-person,12
HCP0203,REP001,2025-09-22,Virtual,13
HCP0203,REP001,2025-10-06,In-person,19
HCP0203,REP001,2025-12-01,Virtual,15
HCP0203,REP001,2025-12-08,In-person,11
HCP0204,REP020,2025-03-03,In-person,15
