hcp_id,month,rx_volume
HCP0068,2025-06-01,4.2
HCP0068,2025-07-01,4.0
HCP0068,2025-08-01,3.5
HCP0068,2025-09-01,4.1
HCP0068,2025-10-01,3.7
HCP0068,2025-11-01,4.4
HCP0068,2025-12-01,4.0
HCP0069,2025-01-01,171.6
HCP0069,2025-02-01,159.9
HCP0069,2025-03-01,184.5
HCP0069,2025-04-01,160.2
HCP0069,2025-05-01,164.1
HCP0069,2025-06-01,147.2
HCP0069,2025-07-01,153.6
HCP0069,2025-08-01,164.1
HCP0069,2025-09-01,134.9
HCP0069,2025-10-01,155.1
HCP0069,2025-11-01,161.6
HCP0069,2025-12-01,137.0
HCP0070,2025-01-01,76.2
HCP0070,2025-02-01,87.0
HCP0070,2025-03-01,70.7
HCP0070,2025-04-01,71.9
HCP0070,2025-05-01,63.8
HCP0070,2025-06-01,66.1
HCP0070,2025-07-01,80.7
HCP0070,2025-08-01,66.2
HCP0070,2025-09-01,75.6
HCP0070,2025-10-01,65.1
HCP0070,2025-11-01,69.2
HCP0070,2025-12-01,78.7
HCP0071,2025-01-01,33.1
HCP0071,2025-02-01,30.8
HCP0071,2025-03-01,30.1
HCP0071,2025-04-01,31.9
HCP0071,2025-05-01,31.8
HCP0071,2025-06-01,30.6
HCP0071,2025-07-01,35.1
HCP0071,2025-08-01,24.1
HCP0071,2025-09-01,28.3
HCP0071,2025-10-01,27.6
HCP0071,2025-11-01,31.4
HCP0071,2025-12-01,29.3
HCP0072,2025-01-01,250.5
HCP0072,2025-02-01,285.6
HCP0072,2025-03-01,266.0
HCP0072,2025-04-01,257.4
HCP0072,2025-05-01,236.8
HCP0072,2025-06-01,242.8
HCP0072,2025-07-01,215.0
HCP0072,2025-08-01,255.5
HCP0072,2025-09-01,242.7
HCP0072,2025-10-01,238.8
HCP0072,2025-11-01,244.3
HCP0072,2025-12-01,278.6
HCP0073,2025-01-01,223.7
HCP0073,2025-02-01,204.3
HCP0073,2025-03-01,205.6
HCP0073,2025-04-01,202.2
HCP0073,2025-05-01,222.6
HCP0073,2025-06-01,206.6
HCP0073,2025-07-01,182.3
HCP0073,2025-08-01,190.9
HCP0073,2025-09-01,197.6
HCP0073,2025-10-01,171.0
HCP0073,2025-11-01,198.9
HCP0073,2025-12-01,182.2
HCP0074,2025-01-01,51.7
HCP0074,2025-02-01,49.7
HCP0074,2025-03-01,54.7
HCP0074,2025-04-01,55.3
HCP0074,2025-05-01,59.1
HCP0074,2025-06-01,51.4
HCP0074,2025-07-01,55.3
HCP0074,2025-08-01,45.4
HCP0074,2025-09-01,45.5
HCP0074,2025-10-01,45.3
HCP0074,2025-11-01,53.8
HCP0074,2025-12-01,48.1
HCP0075,2025-01-01,64.5
HCP0075,2025-02-01,83.4
HCP0075,2025-03-01,72.6
HCP0075,2025-04-01,81.6
HCP0075,2025-05-01,77.6
HCP0075,2025-06-01,74.4
HCP0075,2025-07-01,77.2
HCP0075,2025-08-01,67.3
HCP0075,2025-09-01,63.8
HCP0075,2025-10-01,71.7
HCP0075,2025-11-01,66.3
HCP0075,2025-12-01,73.3
HCP0076,2025-01-01,145.6
HCP0076,2025-02-01,129.4
HCP0076,2025-03-01,128.0
HCP0076,2025-04-01,132.5
HCP0076,2025-05-01,144.4
HCP0076,2025-06-01,119.9
HCP0076,2025-07-01,143.0
HCP0076,2025-08-01,110.1
HCP0076,2025-09-01,142.2
HCP0076,2025-10-01,124.7
HCP0076,2025-11-01,134.7
HCP0076,2025-12-01,133.8
HCP0077,2025-01-01,118.2
HCP0077,2025-02-01,150.5
HCP0077,2025-03-01,153.1
HCP0077,2025-04-01,182.9
HCP0077,2025-05-01,150.3
HCP0077,2025-06-01,164.4
HCP0077,2025-07-01,171.7
HCP0077,2025-08-01,160.1
HCP0077,2025-09-01,148.3
HCP0077,2025-10-01,124.3
HCP0077,2025-11-01,157.6
HCP0077,2025-12-01,150.0
HCP0078,2025-01-01,76.1
HCP0078,2025-02-01,63.7
HCP0078,2025-03-01,66.4
HCP0078,2025-04-01,80.2
HCP0078,2025-05-01,80.7
HCP0078,2025-06-01,70.7
HCP0078,2025-07-01,71.8
HCP0078,2025-08-01,69.5
HCP0078,2025-09-01,77.3
HCP0078,2025-10-01,69.9
HCP0078,2025-11-01,70.3
HCP0078,2025-12-01,68.1
HCP0079,2025-01-01,26.4
HCP0079,2025-02-01,28.3
HCP0079,2025-03-01,26.9
HCP0079,2025-04-01,27.1
HCP0079,2025-05-01,22.1
HCP0079,2025-06-01,25.6
HCP0079,2025-07-01,24.6
HCP0079,2025-08-01,21.1
HCP0079,2025-09-01,22.0
HCP0079,2025-10-01,25.3
HCP0079,2025-11-01,25.1
HCP0079,2025-12-01,28.3
HCP0080,2025-01-01,240.6
HCP0080,2025-02-01,246.3
HCP0080,2025-03-01,237.7
HCP0080,2025-04-01,268.5
HCP0080,2025-05-01,214.1
HCP0080,2025-06-01,248.9
HCP0080,2025-07-01,228.4
HCP0080,2025-08-01,220.2
HCP0080,2025-09-01,213.9
HCP0080,2025-10-01,210.2
HCP0080,2025-11-01,213.3
HCP0080,2025-12-01,192.2
HCP0081,2025-01-01,250.9
HCP0081,2025-02-01,226.9
HCP0081,2025-03-01,211.1
HCP0081,2025-04-01,190.7
HCP0081,2025-05-01,195.3
HCP0081,2025-06-01,251.4
HCP0081,2025-07-01,203.4
HCP0081,2025-08-01,227.5
HCP0081,2025-09-01,182.2
HCP0081,2025-10-01,182.4
HCP0081,2025-11-01,207.8
HCP0081,2025-12-01,214.5
HCP0082,2025-01-01,33.2
HCP0082,2025-02-01,35.5
HCP0082,2025-03-01,33.5
HCP0082,2025-04-01,38.9
HCP0082,2025-05-01,42.8
HCP0082,2025-06-01,36.9
HCP0082,2025-07-01,29.6
HCP0082,2025-08-01,33.7
HCP0082,2025-09-01,32.6
HCP0082,2025-10-01,31.0
HCP0082,2025-11-01,37.0
HCP0082,2025-12-01,34.3
HCP0083,2025-01-01,260.6
HCP0083,2025-02-01,283.0
HCP0083,2025-03-01,263.3
HCP0083,2025-04-01,232.6
HCP0083,2025-05-01,270.7
HCP0083,2025-06-01,266.0
HCP0083,2025-07-01,262.9
HCP0083,2025-08-01,258.0
HCP0083,2025-09-01,244.4
HCP0083,2025-10-01,262.1
HCP0083,2025-11-01,273.2
HCP0083,2025-12-01,255.7
HCP0084,2025-01-01,219.0
HCP0084,2025-02-01,219.2
HCP0084,2025-03-01,211.3
HCP0084,2025-04-01,198.2
HCP0084,2025-05-01,195.7
HCP0084,2025-06-01,223.7
HCP0084,2025-07-01,179.5
HCP0084,2025-08-01,236.4
HCP0084,2025-09-01,198.8
HCP0084,2025-10-01,165.6
HCP0084,2025-11-01,192.6
HCP0084,2025-12-01,173.3
HCP0085,2025-01-01,54.6
HCP0085,2025-02-01,64.9
HCP0085,2025-03-01,55.3
HCP0085,2025-04-01,56.6
HCP0085,2025-05-01,62.0
HCP0085,2025-06-01,60.6
HCP0085,2025-07-01,62.6
HCP0085,2025-08-01,58.7
HCP0085,2025-09-01,57.0
HCP0085,2025-10-01,61.7
HCP0085,2025-11-01,63.0
HCP0085,2025-12-01,62.0
HCP0086,2025-01-01,160.5
HCP0086,2025-02-01,121.5
HCP0086,2025-03-01,152.4
HCP0086,2025-04-01,171.3
HCP0086,2025-05-01,144.2
HCP0086,2025-06-01,153.2
HCP0086,2025-07-01,146.3
HCP0086,2025-08-01,133.8
HCP0086,2025-09-01,145.0
HCP0086,2025-10-01,135.7
HCP0086,2025-11-01,137.9
HCP0086,2025-12-01,144.4
HCP0087,2025-01-01,31.3
HCP0087,2025-02-01,30.1
HCP0087,2025-03-01,31.7
HCP0087,2025-04-01,35.8
HCP0087,2025-05-01,32.6
HCP0087,2025-06-01,33.0
HCP0087,2025-07-01,36.9
HCP0087,2025-08-01,33.2
HCP0087,2025-09-01,25.9
HCP0087,2025-10-01,30.6
HCP0087,2025-11-01,31.3
HCP0087,2025-12-01,40.2
HCP0088,2025-01-01,45.2
HCP0088,2025-02-01,52.4
HCP0088,2025-03-01,44.9
HCP0088,2025-04-01,42.0
HCP0088,2025-05-01,40.0
HCP0088,2025-06-01,46.0
HCP0088,2025-07-01,39.9
HCP0088,2025-08-01,40.1
HCP0088,2025-09-01,42.5
HCP0088,2025-10-01,41.2
HCP0088,2025-11-01,42.4
HCP0088,2025-12-01,38.6
HCP0089,2025-01-01,132.3
HCP0089,2025-02-01,183.5
HCP0089,2025-03-01,171.2
HCP0089,2025-04-01,168.4
HCP0089,2025-05-01,159.5
HCP0089,2025-06-01,142.7
HCP0089,2025-07-01,152.3
HCP0089,2025-08-01,188.1
HCP0089,2025-09-01,167.7
HCP0089,2025-10-01,161.1
HCP0089,2025-11-01,127.6
HCP0089,2025-12-01,160.8
HCP0090,2025-01-01,57.6
HCP0090,2025-02-01,57.9
HCP0090,2025-03-01,60.2
HCP0090,2025-04-01,69.1
HCP0090,2025-05-01,59.5
HCP0090,2025-06-01,63.9
HCP0090,2025-07-01,59.7
HCP0090,2025-08-01,56.6
HCP0090,2025-09-01,59.3
HCP0090,2025-10-01,53.1
HCP0090,2025-11-01,49.9
HCP0090,2025-12-01,64.7
HCP0091,2025-01-01,66.3
HCP0091,2025-02-01,72.5
HCP0091,2025-03-01,85.1
HCP0091,2025-04-01,75.9
HCP0091,2025-05-01,76.0
HCP0091,2025-06-01,71.2
HCP0091,2025-07-01,72.4
HCP0091,2025-08-01,75.1
HCP0091,2025-09-01,59.5
HCP0091,2025-10-01,74.8
HCP0091,2025-11-01,65.9
HCP0091,2025-12-01,69.1
HCP0092,2025-01-01,642.4
HCP0092,2025-02-01,713.8
HCP0092,2025-03-01,687.8
HCP0092,2025-04-01,735.8
HCP0092,2025-05-01,718.4
HCP0092,2025-06-01,701.7
HCP0092,2025-07-01,711.2
HCP0092,2025-08-01,749.8
HCP0092,2025-09-01,727.5
HCP0092,2025-10-01,719.2
HCP0092,2025-11-01,654.6
HCP0092,2025-12-01,660.0
HCP0093,2025-01-01,420.2
HCP0093,2025-02-01,397.8
HCP0093,2025-03-01,387.9
HCP0093,2025-04-01,421.8
HCP0093,2025-05-01,455.0
HCP0093,2025-06-01,452.7
HCP0093,2025-07-01,391.7
HCP0093,2025-08-01,420.7
HCP0093,2025-09-01,399.9
HCP0093,2025-10-01,313.4
HCP0093,2025-11-01,351.7
HCP0093,2025-12-01,409.7
HCP0094,2025-01-01,60.7
HCP0094,2025-02-01,64.6
HCP0094,2025-03-01,70.7
HCP0094,2025-04-01,71.1
HCP0094,2025-05-01,80.1
HCP0094,2025-06-01,64.1
HCP0094,2025-07-01,74.2
HCP0094,2025-08-01,71.1
HCP0094,2025-09-01,63.1
HCP0094,2025-10-01,71.2
HCP0094,2025-11-01,63.5
HCP0094,2025-12-01,69.6
HCP0095,2025-01-01,167.2
HCP0095,2025-02-01,189.1
HCP0095,2025-03-01,186.8
HCP0095,2025-04-01,172.1
HCP0095,2025-05-01,164.3
HCP0095,2025-06-01,198.2
HCP0095,2025-07-01,161.6
HCP0095,2025-08-01,130.3
HCP0095,2025-09-01,159.4
HCP0095,2025-10-01,160.2
HCP0095,2025-11-01,192.9
HCP0095,2025-12-01,167.5
HCP0096,2025-01-01,459.5
HCP0096,2025-02-01,414.5
HCP0096,2025-03-01,435.1
HCP0096,2025-04-01,408.2
HCP0096,2025-05-01,425.1
HCP0096,2025-06-01,358.6
HCP0096,2025-07-01,409.7
HCP0096,2025-08-01,421.0
HCP0096,2025-09-01,405.7
HCP0096,2025-10-01,349.9
HCP0096,2025-11-01,383.1
HCP0096,2025-12-01,535.0
HCP0097,2025-01-01,733.3
HCP0097,2025-02-01,642.5
HCP0097,2025-03-01,756.8
HCP0097,2025-04-01,691.6
HCP0097,2025-05-01,795.7
HCP0097,2025-06-01,690.2
HCP0097,2025-07-01,612.7
HCP0097,2025-08-01,624.4
HCP0097,2025-09-01,604.2
HCP0097,2025-10-01,619.0
HCP0097,2025-11-01,609.0
HCP0097,2025-12-01,645.6
HCP0098,2025-01-01,42.6
HCP0098,2025-02-01,41.5
HCP0098,2025-03-01,39.2
HCP0098,2025-04-01,36.5
HCP0098,2025-05-01,44.0
HCP0098,2025-06-01,42.5
HCP0098,2025-07-01,35.6
HCP0098,2025-08-01,36.9
HCP0098,2025-09-01,37.1
HCP0098,2025-10-01,38.4
HCP0098,2025-11-01,41.3
HCP0098,2025-12-01,38.1
HCP0099,2025-01-01,276.3
HCP0099,2025-02-01,336.0
HCP0099,2025-03-01,326.4
HCP0099,2025-04-01,326.8
HCP0099,2025-05-01,286.6
HCP0099,2025-06-01,277.9
HCP0099,2025-07-01,252.7
HCP0099,2025-08-01,333.8
HCP0099,2025-09-01,317.3
HCP0099,2025-10-01,254.1
HCP0099,2025-11-01,285.0
HCP0099,2025-12-01,285.7
HCP0100,2025-01-01,382.9
HCP0100,2025-02-01,375.3
HCP0100,2025-03-01,421.4
HCP0100,2025-04-01,364.0
HCP0100,2025-05-01,310.3
HCP0100,2025-06-01,344.7
HCP0100,2025-07-01,314.8
HCP0100,2025-08-01,370.5
HCP0100,2025-09-01,381.7
HCP0100,2025-10-01,337.2
HCP0100,2025-11-01,328.9
HCP0100,2025-12-01,364.6
HCP0101,2025-01-01,53.3
HCP0101,2025-02-01,60.1
HCP0101,2025-03-01,54.4
HCP0101,2025-04-01,63.4
HCP0101,2025-05-01,59.2
HCP0101,2025-06-01,63.8
HCP0101,2025-07-01,61.8
HCP0101,2025-08-01,54.7
HCP0101,2025-09-01,62.8
HCP0101,2025-10-01,52.9
HCP0101,2025-11-01,69.1
HCP0101,2025-12-01,53.4
HCP0102,2025-01-01,578.9
HCP0102,2025-02-01,611.4
HCP0102,2025-03-01,567.7
HCP0102,2025-04-01,510.1
HCP0102,2025-05-01,489.8
HCP0102,2025-06-01,467.7
HCP0102,2025-07-01,473.4
HCP0102,2025-08-01,518.2
HCP0102,2025-09-01,525.9
HCP0102,2025-10-01,512.2
HCP0102,2025-11-01,420.7
HCP0102,2025-12-01,605.5
HCP0103,2025-01-01,32.7
HCP0103,2025-02-01,32.7
HCP0103,2025-03-01,35.9
HCP0103,2025-04-01,29.3
HCP0103,2025-05-01,33.0
HCP0103,2025-06-01,30.6
HCP0103,2025-07-01,31.1
HCP0103,2025-08-01,34.0
HCP0103,2025-09-01,27.7
HCP0103,2025-10-01,29.6
HCP0103,2025-11-01,30.0
HCP0103,2025-12-01,30.5
HCP0104,2025-01-01,28.2
HCP0104,2025-02-01,25.6
HCP0104,2025-03-01,26.5
HCP0104,2025-04-01,21.0
HCP0104,2025-05-01,27.0
HCP0104,2025-06-01,20.7
HCP0104,2025-07-01,22.4
HCP0104,2025-08-01,21.2
HCP0104,2025-09-01,20.0
HCP0104,2025-10-01,23.1
HCP0104,2025-11-01,24.3
HCP0104,2025-12-01,25.8
HCP0105,2025-01-01,36.9
HCP0105,2025-02-01,36.0
HCP0105,2025-03-01,35.9
HCP0105,2025-04-01,35.7
HCP0105,2025-05-01,36.3
HCP0105,2025-06-01,38.7
HCP0105,2025-07-01,34.2
HCP0105,2025-08-01,32.5
HCP0105,2025-09-01,36.5
HCP0105,2025-10-01,37.5
HCP0105,2025-11-01,33.3
HCP0105,2025-12-01,32.4
HCP0106,2025-01-01,136.1
HCP0106,2025-02-01,132.9
HCP0106,2025-03-01,111.4
HCP0106,2025-04-01,132.6
HCP0106,2025-05-01,131.4
HCP0106,2025-06-01,111.8
HCP0106,2025-07-01,105.7
HCP0106,2025-08-01,131.9
HCP0106,2025-09-01,109.9
HCP0106,2025-10-01,96.5
HCP0106,2025-11-01,103.4
HCP0106,2025-12-01,116.2
HCP0107,2025-01-01,109.8
HCP0107,2025-02-01,106.6
HCP0107,2025-03-01,93.7
HCP0107,2025-04-01,80.3
HCP0107,2025-05-01,107.2
HCP0107,2025-06-01,102.4
HCP0107,2025-07-01,107.6
HCP0107,2025-08-01,91.4
HCP0107,2025-09-01,93.5
HCP0107,2025-10-01,92.1
HCP0107,2025-11-01,93.3
HCP0107,2025-12-01,103.7
HCP0108,2025-01-01,33.3
HCP0108,2025-02-01,30.5
HCP0108,2025-03-01,39.2
HCP0108,2025-04-01,35.8
HCP0108,2025-05-01,37.3
HCP0108,2025-06-01,38.2
HCP0108,2025-07-01,33.9
HCP0108,2025-08-01,31.8
HCP0108,2025-09-01,29.3
HCP0108,2025-10-01,35.3
HCP0108,2025-11-01,29.5
HCP0108,2025-12-01,35.1
HCP0109,2025-01-01,122.5
HCP0109,2025-02-01,118.1
HCP0109,2025-03-01,135.8
HCP0109,2025-04-01,105.9
HCP0109,2025-05-01,107.9
HCP0109,2025-06-01,123.3
HCP0109,2025-07-01,118.3
HCP0109,2025-08-01,102.8
HCP0109,2025-09-01,118.3
HCP0109,2025-10-01,120.0
HCP0109,2025-11-01,108.4
HCP0109,2025-12-01,119.0
HCP0110,2025-01-01,19.6
HCP0110,2025-02-01,21.4
HCP0110,2025-03-01,17.6
HCP0110,2025-04-01,17.1
HCP0110,2025-05-01,17.7
HCP0110,2025-06-01,16.0
HCP0110,2025-07-01,19.6
HCP0110,2025-08-01,17.4
HCP0110,2025-09-01,16.6
HCP0110,2025-10-01,18.3
HCP0110,2025-11-01,18.1
HCP0110,2025-12-01,19.3
HCP0111,2025-01-01,673.0
HCP0111,2025-02-01,744.5
HCP0111,2025-03-01,599.3
HCP0111,2025-04-01,696.8
HCP0111,2025-05-01,725.4
HCP0111,2025-06-01,600.7
HCP0111,2025-07-01,596.4
HCP0111,2025-08-01,606.7
HCP0111,2025-09-01,609.1
HCP0111,2025-10-01,666.3
HCP0111,2025-11-01,613.3
HCP0111,2025-12-01,712.6
HCP0112,2025-01-01,82.1
HCP0112,2025-02-01,94.1
HCP0112,2025-03-01,81.2
HCP0112,2025-04-01,81.2
HCP0112,2025-05-01,70.6
HCP0112,2025-06-01,63.9
HCP0112,2025-07-01,72.8
HCP0112,2025-08-01,58.8
HCP0112,2025-09-01,72.7
HCP0112,2025-10-01,77.6
HCP0112,2025-11-01,77.5
HCP0112,2025-12-01,61.4
HCP0113,2025-01-01,481.6
HCP0113,2025-02-01,528.6
HCP0113,2025-03-01,572.1
HCP0113,2025-04-01,527.8
HCP0113,2025-05-01,525.0
HCP0113,2025-06-01,503.8
HCP0113,2025-07-01,563.4
HCP0113,2025-08-01,491.2
HCP0113,2025-09-01,413.8
HCP0113,2025-10-01,471.7
HCP0113,2025-11-01,445.1
HCP0113,2025-12-01,464.5
HCP0114,2025-01-01,40.2
HCP0114,2025-02-01,53.0
HCP0114,2025-03-01,41.5
HCP0114,2025-04-01,41.6
HCP0114,2025-05-01,50.3
HCP0114,2025-06-01,41.9
HCP0114,2025-07-01,43.1
HCP0114,2025-08-01,42.9
HCP0114,2025-09-01,40.1
HCP0114,2025-10-01,39.6
HCP0114,2025-11-01,40.0
HCP0114,2025-12-01,41.8
HCP0115,2025-01-01,361.1
HCP0115,2025-02-01,396.3
HCP0115,2025-03-01,405.6
HCP0115,2025-04-01,407.3
HCP0115,2025-05-01,463.5
HCP0115,2025-06-01,406.2
HCP0115,2025-07-01,402.3
HCP0115,2025-08-01,324.5
HCP0115,2025-09-01,345.1
HCP0115,2025-10-01,353.5
HCP0115,2025-11-01,364.8
HCP0115,2025-12-01,427.2
HCP0116,2025-01-01,172.7
HCP0116,2025-02-01,193.6
HCP0116,2025-03-01,194.2
HCP0116,2025-04-01,194.4
HCP0116,2025-05-01,183.8
HCP0116,2025-06-01,177.0
HCP0116,2025-07-01,173.9
HCP0116,2025-08-01,159.0
HCP0116,2025-09-01,169.3
HCP0116,2025-10-01,165.9
HCP0116,2025-11-01,153.3
HCP0116,2025-12-01,143.7
HCP0117,2025-01-01,191.5
HCP0117,2025-02-01,245.5
HCP0117,2025-03-01,238.5
HCP0117,2025-04-01,227.3
HCP0117,2025-05-01,215.6
HCP0117,2025-06-01,221.4
HCP0117,2025-07-01,191.2
HCP0117,2025-08-01,223.4
HCP0117,2025-09-01,250.1
HCP0117,2025-10-01,213.1
HCP0117,2025-11-01,245.7
HCP0117,2025-12-01,225.3
HCP0118,2025-01-01,57.0
HCP0118,2025-02-01,76.1
HCP0118,2025-03-01,60.1
HCP0118,2025-04-01,65.6
HCP0118,2025-05-01,74.6
HCP0118,2025-06-01,78.1
HCP0118,2025-07-01,68.4
HCP0118,2025-08-01,60.1
HCP0118,2025-09-01,73.0
HCP0118,2025-10-01,70.3
HCP0118,2025-11-01,72.5
HCP0118,2025-12-01,76.5
HCP0119,2025-01-01,514.0
HCP0119,2025-02-01,523.8
HCP0119,2025-03-01,511.1
HCP0119,2025-04-01,425.0
HCP0119,2025-05-01,450.2
HCP0119,2025-06-01,518.6
HCP0119,2025-07-01,511.2
HCP0119,2025-08-01,490.7
HCP0119,2025-09-01,449.8
HCP0119,2025-10-01,504.7
HCP0119,2025-11-01,507.8
HCP0119,2025-12-01,405.4
HCP0120,2025-01-01,187.3
HCP0120,2025-02-01,181.9
HCP0120,2025-03-01,156.7
HCP0120,2025-04-01,160.2
HCP0120,2025-05-01,154.3
HCP0120,2025-06-01,189.4
HCP0120,2025-07-01,151.8
HCP0120,2025-08-01,133.7
HCP0120,2025-09-01,153.5
HCP0120,2025-10-01,150.5
HCP0120,2025-11-01,153.4
HCP0120,2025-12-01,170.4
HCP0121,2025-01-01,30.3
HCP0121,2025-02-01,33.2
HCP0121,2025-03-01,33.0
HCP0121,2025-04-01,35.5
HCP0121,2025-05-01,32.1
HCP0121,2025-06-01,30.6
HCP0121,2025-07-01,32.5
HCP0121,2025-08-01,35.6
HCP0121,2025-09-01,30.7
HCP0121,2025-10-01,31.4
HCP0121,2025-11-01,39.1
HCP0121,2025-12-01,33.2
HCP0122,2025-01-01,144.2
HCP0122,2025-02-01,185.6
HCP0122,2025-03-01,181.8
HCP0122,2025-04-01,166.1
HCP0122,2025-05-01,155.4
HCP0122,2025-06-01,177.7
HCP0122,2025-07-01,127.2
HCP0122,2025-08-01,155.7
HCP0122,2025-09-01,153.9
HCP0122,2025-10-01,150.5
HCP0122,2025-11-01,162.9
HCP0122,2025-12-01,150.1
HCP0123,2025-01-01,181.6
HCP0123,2025-02-01,213.9
HCP0123,2025-03-01,161.8
HCP0123,2025-04-01,179.1
HCP0123,2025-05-01,172.5
HCP0123,2025-06-01,169.0
HCP0123,2025-07-01,156.1
HCP0123,2025-08-01,159.2
HCP0123,2025-09-01,160.7
HCP0123,2025-10-01,172.9
HCP0123,2025-11-01,171.7
HCP0123,2025-12-01,183.4
HCP0124,2025-01-01,26.4
HCP0124,2025-02-01,29.7
HCP0124,2025-03-01,28.4
HCP0124,2025-04-01,30.5
HCP0124,2025-05-01,24.8
HCP0124,2025-06-01,29.8
HCP0124,2025-07-01,27.4
HCP0124,2025-08-01,29.0
HCP0124,2025-09-01,26.4
HCP0124,2025-10-01,26.1
HCP0124,2025-11-01,25.3
HCP0124,2025-12-01,26.5
HCP0125,2025-01-01,49.9
HCP0125,2025-02-01,58.0
HCP0125,2025-03-01,58.4
HCP0125,2025-04-01,57.2
HCP0125,2025-05-01,52.7
HCP0125,2025-06-01,61.6
HCP0125,2025-07-01,52.5
HCP0125,2025-08-01,44.5
HCP0125,2025-09-01,53.7
HCP0125,2025-10-01,57.4
HCP0125,2025-11-01,56.9
HCP0125,2025-12-01,52.3
HCP0126,2025-01-01,147.6
HCP0126,2025-02-01,174.7
HCP0126,2025-03-01,172.4
HCP0126,2025-04-01,148.2
HCP0126,2025-05-01,147.3
HCP0126,2025-06-01,154.4
HCP0126,2025-07-01,160.5
HCP0126,2025-08-01,143.4
HCP0126,2025-09-01,128.9
HCP0126,2025-10-01,128.8
HCP0126,2025-11-01,144.8
HCP0126,2025-12-01,143.7
HCP0127,2025-01-01,153.4
HCP0127,2025-02-01,181.2
HCP0127,2025-03-01,147.1
HCP0127,2025-04-01,153.1
HCP0127,2025-05-01,187.4
HCP0127,2025-06-01,149.9
HCP0127,2025-07-01,151.9
HCP0127,2025-08-01,170.6
HCP0127,2025-09-01,146.8
HCP0127,2025-10-01,149.8
HCP0127,2025-11-01,147.8
HCP0127,2025-12-01,149.1
HCP0128,2025-01-01,16.5
HCP0128,2025-02-01,17.9
HCP0128,2025-03-01,18.9
HCP0128,2025-04-01,21.0
HCP0128,2025-05-01,18.1
HCP0128,2025-06-01,19.1
HCP0128,2025-07-01,20.4
HCP0128,2025-08-01,15.7
HCP0128,2025-09-01,17.6
HCP0128,2025-10-01,17.7
HCP0128,2025-11-01,15.1
HCP0128,2025-12-01,18.1
HCP0129,2025-01-01,520.0
HCP0129,2025-02-01,518.9
HCP0129,2025-03-01,486.6
HCP0129,2025-04-01,507.2
HCP0129,2025-05-01,458.1
HCP0129,2025-06-01,463.7
HCP0129,2025-07-01,408.6
HCP0129,2025-08-01,482.7
HCP0129,2025-09-01,517.6
HCP0129,2025-10-01,505.2
HCP0129,2025-11-01,487.8
HCP0129,2025-12-01,468.7
HCP0130,2025-01-01,76.6
HCP0130,2025-02-01,80.5
HCP0130,2025-03-01,85.1
HCP0130,2025-04-01,77.8
HCP0130,2025-05-01,84.4
HCP0130,2025-06-01,81.5
HCP0130,2025-07-01,79.0
HCP0130,2025-08-01,82.2
HCP0130,2025-09-01,63.3
HCP0130,2025-10-01,77.0
HCP0130,2025-11-01,72.1
HCP0130,2025-12-01,83.2
HCP0131,2025-01-01,320.2
HCP0131,2025-02-01,328.2
HCP0131,2025-03-01,286.6
HCP0131,2025-04-01,368.9
HCP0131,2025-05-01,327.1
HCP0131,2025-06-01,317.7
HCP0131,2025-07-01,350.1
HCP0131,2025-08-01,324.2
HCP0131,2025-09-01,297.9
HCP0131,2025-10-01,323.4
HCP0131,2025-11-01,375.3
HCP0131,2025-12-01,335.0
HCP0132,2025-01-01,727.9
HCP0132,2025-02-01,669.6
HCP0132,2025-03-01,758.7
HCP0132,2025-04-01,722.3
HCP0132,2025-05-01,683.8
HCP0132,2025-06-01,681.4
HCP0132,2025-07-01,689.1
HCP0132,2025-08-01,553.3
HCP0132,2025-09-01,586.7
HCP0132,2025-10-01,558.7
HCP0132,2025-11-01,583.0
HCP0132,2025-12-01,665.6
HCP0133,2025-01-01,160.3
HCP0133,2025-02-01,150.8
HCP0133,2025-03-01,181.7
HCP0133,2025-04-01,161.1
HCP0133,2025-05-01,178.9
HCP0133,2025-06-01,139.2
HCP0133,2025-07-01,164.2
HCP0133,2025-08-01,162.9
HCP0133,2025-09-01,159.7
HCP0133,2025-10-01,150.3
HCP0133,2025-11-01,155.3
HCP0133,2025-12-01,172.6
HCP0134,2025-01-01,142.0
HCP0134,2025-02-01,146.2
HCP0134,2025-03-01,129.5
HCP0134,2025-04-01,144.8
HCP0134,2025-05-01,140.0
HCP0134,2025-06-01,140.1
HCP0134,2025-07-01,128.2
HCP0134,2025-08-01,138.5
HCP0134,2025-09-01,113.8
HCP0134,2025-10-01,112.0
HCP0134,2025-11-01,130.4
HCP0134,2025-12-01,130.3
HCP0135,2025-01-01,167.8
HCP0135,2025-02-01,194.2
HCP0135,2025-03-01,167.2
HCP0135,2025-04-01,167.7
HCP0135,2025-05-01,180.8
HCP0135,2025-06-01,161.4
HCP0135,2025-07-01,170.9
HCP0135,2025-08-01,146.5
HCP0135,2025-09-01,151.2
HCP0135,2025-10-01,144.8
HCP0135,2025-11-01,159.9
HCP0135,2025-12-01,164.3
HCP0136,2025-01-01,118.7
HCP0136,2025-02-01,125.5
HCP0136,2025-03-01,113.7
HCP0136,2025-04-01,119.3
HCP0136,2025-05-01,125.5
HCP0136,2025-06-01,110.7
HCP0136,2025-07-01,95.5
HCP0136,2025-08-01,102.5
HCP0136,2025-09-01,106.1
HCP0136,2025-10-01,97.6
HCP0136,2025-11-01,105.7
